quality_grade,observed_on_details.month,observed_on_details.year,taxon.name,taxon.observations_count,user.observations_count,Atlanta,Size_mm,Bright_Colors,Contrasting_markings,Diurnal,Unique_Morphology,Web_Decoration,Web_Size (rough),Seasonal_Peak,Polymorphic
1,11,2018,Gasteracantha cancriformis,24494,45,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,11,2018,Neoscona domiciliorum,3944,16375,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,11,2018,Trichonephila clavipes,27897,16375,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,11,2018,Argiope aurantia,52594,333,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,11,2018,Neoscona domiciliorum,3944,3,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,11,2018,Trichonephila clavipes,27897,16375,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Araneus marmoreus,12333,653,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,10,2018,Neoscona crucifera,24246,488,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2018,Neoscona crucifera,24246,16375,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2018,Neoscona crucifera,24246,19,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,4953,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Araneus marmoreus,12333,23,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2018,Gasteracantha cancriformis,24494,152,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,10,2018,Neoscona crucifera,24246,136,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2018,Neoscona crucifera,24246,29,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Larinioides cornutus,10285,3769,Not Atlanta,10.25,no,no,no,no,no,medium,Summer,no
1,10,2018,Gasteracantha cancriformis,24494,176,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,13549,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,522,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Trichonephila clavata,6803,647,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,23,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,395,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,10,2018,Argiope aurantia,52594,17829,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
0,10,2018,Larinioides cornutus,10285,76,Not Atlanta,10.25,no,no,no,no,no,medium,Summer,no
1,10,2018,Trichonephila clavata,6803,68,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2018,Neoscona crucifera,24246,76,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2018,Neoscona crucifera,24246,6,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2018,Neoscona crucifera,24246,76,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,1,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Neoscona crucifera,24246,11,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,4470,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,2,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Araneus marmoreus,12333,13,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2018,Trichonephila clavata,6803,72,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Argiope aurantia,52594,240,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,240,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,240,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,240,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
0,10,2018,Argiope aurantia,52594,4,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Trichonephila clavata,6803,21,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Argiope aurantia,52594,4,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,2000,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,72,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,860,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,240,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Trichonephila clavata,6803,54,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Argiope aurantia,52594,5,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Neoscona crucifera,24246,44,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Eriophora ravilla,3943,17,Not Atlanta,18,yes,yes,no,no,no,large,Summer,yes
1,10,2018,Trichonephila clavipes,27897,2,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,68,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Trichonephila clavata,6803,12,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2018,Neoscona domiciliorum,3944,332,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2018,Argiope aurantia,52594,18,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,1458,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Argiope aurantia,52594,6,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Micrathena sagittata,3882,22,Not Atlanta,7.75,yes,yes,yes,yes,no,medium,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,384,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Neoscona crucifera,24246,773,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,3729,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Trichonephila clavata,6803,23,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,7,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,198,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Trichonephila clavata,6803,53,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,3729,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,1437,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,2040,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Neoscona domiciliorum,3944,3729,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2018,Argiope aurantia,52594,14,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,14,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Neoscona domiciliorum,3944,456,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2018,Argiope aurantia,52594,6661,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Mangora gibberosa,1468,326,Not Atlanta,9.1,yes,yes,yes,no,no,small,Fall,no
1,10,2018,Argiope aurantia,52594,18,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,844,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,456,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Argiope aurantia,52594,20,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,10,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,67,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Araneus marmoreus,12333,395,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,10,2018,Neoscona crucifera,24246,17829,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2018,Neoscona crucifera,24246,67,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Argiope aurantia,52594,15,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
0,10,2018,Neoscona crucifera,24246,21,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Argiope aurantia,52594,39,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Larinioides cornutus,10285,3769,Not Atlanta,10.25,no,no,no,no,no,medium,Summer,no
1,10,2018,Araneus marmoreus,12333,29,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2018,Argiope aurantia,52594,9,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,9,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
0,10,2018,Neoscona crucifera,24246,82,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,653,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Trichonephila clavata,6803,637,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Argiope trifasciata,18013,173,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Argiope trifasciata,18013,316,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,118,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Neoscona crucifera,24246,6661,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2018,Neoscona crucifera,24246,2,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,161,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,10,2018,Neoscona crucifera,24246,1217,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2018,Micrathena mitrata,1855,1217,Not Atlanta,6.18,yes,yes,yes,yes,no,medium,Fall,no
0,10,2018,Gasteracantha cancriformis,24494,1217,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Araneus marmoreus,12333,15,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,10,2018,Neoscona crucifera,24246,136,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Neoscona crucifera,24246,3031,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Trichonephila clavata,6803,80,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Araneus marmoreus,12333,12,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2018,Gasteracantha cancriformis,24494,1,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,10,2018,Neoscona crucifera,24246,135,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Argiope aurantia,52594,423,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,204,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,2063,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
0,10,2018,Neoscona domiciliorum,3944,2,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2018,Gasteracantha cancriformis,24494,92,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Araneus marmoreus,12333,222,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,10,2018,Neoscona crucifera,24246,193,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Neoscona crucifera,24246,8451,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,13,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,201,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,2000,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,14,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Trichonephila clavata,6803,1311,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Argiope aurantia,52594,11,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
0,10,2018,Neoscona crucifera,24246,11,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Argiope trifasciata,18013,395,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,52,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
0,10,2018,Neoscona crucifera,24246,911,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Trichonephila clavata,6803,20,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Trichonephila clavata,6803,647,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Trichonephila clavata,6803,647,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Trichonephila clavata,6803,81,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,25,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,3,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,3,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,1458,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,76,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,2,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
0,10,2018,Neoscona crucifera,24246,799,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2018,Micrathena mitrata,1855,2025,Not Atlanta,6.18,yes,yes,yes,yes,no,medium,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,1519,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,773,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,8,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Araneus marmoreus,12333,12133,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2018,Araneus marmoreus,12333,1049,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,10,2018,Trichonephila clavata,6803,13,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2018,Gasteracantha cancriformis,24494,1234,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,6,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Argiope aurantia,52594,1437,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Verrucosa arenata,7235,424,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,10,2018,Trichonephila clavipes,27897,2,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Trichonephila clavipes,27897,10,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2018,Argiope aurantia,52594,10,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2018,Trichonephila clavata,6803,141,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,2081,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,136,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2018,Neoscona arabesca,6968,123,Not Atlanta,7.48,yes,no,no,no,no,medium,Summer,no
0,9,2018,Neoscona crucifera,24246,150,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2018,Argiope aurantia,52594,5,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Trichonephila clavata,6803,14,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,40,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2018,Argiope aurantia,52594,538,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Trichonephila clavipes,27897,71,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,71,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Argiope aurantia,52594,92,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,8451,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Trichonephila clavipes,27897,92,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,420,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Trichonephila clavipes,27897,43,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,92,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Verrucosa arenata,7235,1004,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2018,Argiope aurantia,52594,196,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,463,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Trichonephila clavipes,27897,196,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2018,Trichonephila clavipes,27897,10,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2018,Argiope aurantia,52594,16,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,1,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Verrucosa arenata,7235,8451,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2018,Verrucosa arenata,7235,8451,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2018,Trichonephila clavipes,27897,5,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2018,Araneus marmoreus,12333,3121,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,9,2018,Larinioides cornutus,10285,105,Not Atlanta,10.25,no,no,no,no,no,medium,Summer,no
1,9,2018,Argiope aurantia,52594,1,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Argiope aurantia,52594,3,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Argiope aurantia,52594,2,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Neoscona domiciliorum,3944,11112,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2018,Trichonephila clavipes,27897,206,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,12133,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Trichonephila clavipes,27897,264,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2018,Araneus marmoreus,12333,533,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2018,Araneus marmoreus,12333,261,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2018,Neoscona crucifera,24246,54,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2018,Verrucosa arenata,7235,1049,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
0,9,2018,Neoscona arabesca,6968,1049,Atlanta,7.48,yes,no,no,no,no,medium,Summer,no
1,9,2018,Gasteracantha cancriformis,24494,8,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Neoscona domiciliorum,3944,8,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2018,Trichonephila clavipes,27897,52,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,1004,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Verrucosa arenata,7235,1004,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,51,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Trichonephila clavipes,27897,51,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2018,Trichonephila clavata,6803,1311,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2018,Micrathena sagittata,3882,41,Atlanta,7.75,yes,yes,yes,yes,no,medium,Fall,no
1,9,2018,Micrathena mitrata,1855,172,Atlanta,6.18,yes,yes,yes,yes,no,medium,Fall,no
1,9,2018,Verrucosa arenata,7235,18,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2018,Verrucosa arenata,7235,172,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2018,Verrucosa arenata,7235,24,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2018,Micrathena mitrata,1855,41,Atlanta,6.18,yes,yes,yes,yes,no,medium,Fall,no
1,9,2018,Argiope aurantia,52594,798,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Argiope aurantia,52594,28,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,14,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Argiope aurantia,52594,11,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Argiope trifasciata,18013,798,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,134,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,132,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Verrucosa arenata,7235,12133,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,135,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Trichonephila clavata,6803,3,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,44,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,10273,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Neoscona crucifera,24246,12133,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2018,Argiope aurantia,52594,26,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,13,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,10,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Argiope aurantia,52594,93,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,938,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,12,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Neoscona domiciliorum,3944,16,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2018,Gasteracantha cancriformis,24494,3121,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Argiope aurantia,52594,10,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Verrucosa arenata,7235,1311,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,81,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Araneus marmoreus,12333,16,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2018,Trichonephila clavipes,27897,2,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,747,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2018,Neoscona crucifera,24246,16,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,13,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Trichonephila clavipes,27897,438,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2018,Argiope aurantia,52594,6429,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Trichonephila clavata,6803,10,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2018,Neoscona crucifera,24246,10,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2018,Neoscona domiciliorum,3944,38,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2018,Argiope aurantia,52594,10,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Araneus marmoreus,12333,989,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2018,Gasteracantha cancriformis,24494,1004,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2018,Argiope aurantia,52594,13817,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Argiope aurantia,52594,105,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2018,Gasteracantha cancriformis,24494,3769,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
